SERIALNR;PACKNR;ETHMAC;APPCODE;DISTICODE;MODELCODE;PACKCODE;EAN;SWVERSION;PRODUCTIONNR;ICCID;MSISDN;WIFIMAC;EHBPK;IMEI;OMAPID;ACTIVE;PROFILE;PCB;FEEDURL;SERVICEPROVIDER;ENVIRONMENT;DATACENTER
6810CD2EC0AC21D3;0000000013161;20-FE-DB-00-33-D7;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00011;89410114160701043119;;80-1F-02-F5-5E-48;D4611C1AC0AC21D3FA82C7DB6810CD2E;862455026422629;6810CD2EC0AC21D36810CD2EC0AC21D3;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6618E45DA506D1E6;0000000013162;20-FE-DB-00-33-D8;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00012;89410114160701043374;;80-1F-02-F5-5E-1E;D4610A19A506D1E6FA82C7DB6618E45D;862455026419757;6618E45DA506D1E66618E45DA506D1E6;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B97D22C71B50A53A;0000000013163;20-FE-DB-00-33-D9;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00013;89410114160701043093;;80-1F-02-F5-5E-11;D46131191B50A53AFA82C7DBB97D22C7;862455026417041;B97D22C71B50A53AB97D22C71B50A53A;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
E02A22BCAFB68CDD;0000000013164;20-FE-DB-00-33-DA;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00014;89410114160701043291;;80-1F-02-F5-67-93;D4613219AFB68CDDFA82C7DBE02A22BC;862455026414808;E02A22BCAFB68CDDE02A22BCAFB68CDD;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
C013C2DC65A9191B;0000000013165;20-FE-DB-00-33-DB;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00015;89410114160701043226;;80-1F-02-F5-5E-30;D461141A65A9191BFA82C7DBC013C2DC;862455026415482;C013C2DC65A9191BC013C2DC65A9191B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
05D1AD5CC431B0C0;0000000013166;20-FE-DB-00-33-DC;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00016;89410114160701043036;;80-1F-02-F5-5E-28;D4612C19C431B0C0FA82C7DB05D1AD5C;862455026420151;05D1AD5CC431B0C005D1AD5CC431B0C0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D1D86E575F1B1FF5;0000000013167;20-FE-DB-00-33-DD;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00017;89410114160701043408;;80-1F-02-F5-5E-3C;D4592B3D5F1B1FF5FA82C7DBD1D86E57;862455026418833;D1D86E575F1B1FF5D1D86E575F1B1FF5;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7DB0CE2534A02487;0000000013168;20-FE-DB-00-33-DE;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00018;89410114160701043283;;80-1F-02-F5-5E-42;D459363534A02487FA82C7DB7DB0CE25;862455026414550;7DB0CE2534A024877DB0CE2534A02487;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7C57A4A02FAEEA87;0000000013169;20-FE-DB-00-33-DF;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00019;89410114160701042897;;80-1F-02-F5-5E-2C;D45913352FAEEA87FA82C7DB7C57A4A0;862455026417447;7C57A4A02FAEEA877C57A4A02FAEEA87;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
CDDE0DBBAC96657D;0000000013170;20-FE-DB-00-33-E0;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00020;89410114160701043143;;80-1F-02-F5-5E-29;D461061AAC96657DFA82C7DBCDDE0DBB;862455026417835;CDDE0DBBAC96657DCDDE0DBBAC96657D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
CF0F41C39766222A;0000000013171;20-FE-DB-00-33-E1;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00021;89410114160701043275;;80-1F-02-F5-5E-0F;D4611E039766222AFA82C7DBCF0F41C3;862455026419567;CF0F41C39766222ACF0F41C39766222A;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8F1FFBB39F6B2375;0000000013172;20-FE-DB-00-33-E2;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00022;89410114160701043259;;80-1F-02-F5-5E-0D;D4611E029F6B2375FA82C7DB8F1FFBB3;862455026414253;8F1FFBB39F6B23758F1FFBB39F6B2375;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
788EAA177B9AACE1;0000000013173;20-FE-DB-00-33-E3;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00023;89410114160701043200;;80-1F-02-F5-5E-10;D461221A7B9AACE1FA82C7DB788EAA17;862455026422462;788EAA177B9AACE1788EAA177B9AACE1;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B81A7E11F102D32D;0000000013174;20-FE-DB-00-33-E4;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00024;89410114160701043960;;80-1F-02-F5-5E-0E;D4612119F102D32DFA82C7DBB81A7E11;862455026422546;B81A7E11F102D32DB81A7E11F102D32D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
77FBCF5EF94245BF;0000000013175;20-FE-DB-00-33-E5;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00025;89410114160701042517;;80-1F-02-F5-5E-47;D421160AF94245BF5088C7DB77FBCF5E;862455026413792;77FBCF5EF94245BF77FBCF5EF94245BF;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
FB706B113EEDEE07;0000000013176;20-FE-DB-00-33-E6;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00026;89410114160701042814;;80-1F-02-F5-5E-4A;D46120193EEDEE07FA82C7DBFB706B11;862455026413420;FB706B113EEDEE07FB706B113EEDEE07;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8594880A7172D581;0000000013177;20-FE-DB-00-33-E7;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00027;89410114160701042616;;80-1F-02-F5-5E-43;D4211F0A7172D5815088C7DB8594880A;862455026414659;8594880A7172D5818594880A7172D581;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
002BE10B8F44E51E;0000000013178;20-FE-DB-00-33-E8;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00028;89410114160701043549;;80-1F-02-F5-5E-35;D461131A8F44E51EFA82C7DB002BE10B;862455026414634;002BE10B8F44E51E002BE10B8F44E51E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
2721C22F895674C0;0000000013179;20-FE-DB-00-33-E9;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00029;89410114160701042160;;80-1F-02-F5-5E-46;D461121A895674C0FA82C7DB2721C22F;862455026414782;2721C22F895674C02721C22F895674C0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B0F6E5085D0E5B50;0000000013180;20-FE-DB-00-33-EA;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00030;89410114160701043341;;80-1F-02-F5-5E-34;D4611F1A5D0E5B50FA82C7DBB0F6E508;862455026420433;B0F6E5085D0E5B50B0F6E5085D0E5B50;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
1C1310B06AE95750;0000000013181;20-FE-DB-00-33-EB;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00031;89410114160701042525;;80-1F-02-F5-5E-2F;D4610E1A6AE95750FA82C7DB1C1310B0;862455026420185;1C1310B06AE957501C1310B06AE95750;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
2690C8F195538DFB;0000000013182;20-FE-DB-00-33-EC;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00032;89410114160701043358;;80-1F-02-F5-5E-2A;D4592B3795538DFBFA82C7DB2690C8F1;862455026414774;2690C8F195538DFB2690C8F195538DFB;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
A5A39F3F8B6C8C89;0000000013183;20-FE-DB-00-33-ED;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00033;89410114160701042921;;80-1F-02-F5-5E-2D;D46126028B6C8C89FA82C7DBA5A39F3F;862455026417892;A5A39F3F8B6C8C89A5A39F3F8B6C8C89;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8FA0C5A7CC87F52C;0000000013184;20-FE-DB-00-33-EE;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00034;89410114160701043127;;80-1F-02-F5-5E-16;D4612C02CC87F52CFA82C7DB8FA0C5A7;862455026416084;8FA0C5A7CC87F52C8FA0C5A7CC87F52C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
FB6CCB132945E3DD;0000000013185;20-FE-DB-00-33-EF;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00035;89410114160701043978;;80-1F-02-F5-5E-32;D46126192945E3DDFA82C7DBFB6CCB13;862455026413404;FB6CCB132945E3DDFB6CCB132945E3DD;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
49C60CC7368901BD;0000000013186;20-FE-DB-00-33-F0;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00036;89410114160701043135;;80-1F-02-F5-5E-4B;D4211309368901BD5088C7DB49C60CC7;862455026416415;49C60CC7368901BD49C60CC7368901BD;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B9A9159C36486930;0000000013187;20-FE-DB-00-33-F1;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00037;89410114160701042913;;80-1F-02-F5-5E-33;D459333536486930FA82C7DBB9A9159C;862455026420334;B9A9159C36486930B9A9159C36486930;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
29D5B4BD77217EF3;0000000013188;20-FE-DB-00-33-F2;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00038;89410114160701043325;;80-1F-02-F5-5E-18;D461111A77217EF3FA82C7DB29D5B4BD;862455026412687;29D5B4BD77217EF329D5B4BD77217EF3;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D1429A6A8CD117D8;0000000013189;20-FE-DB-00-33-F3;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00039;89410114160701043101;;80-1F-02-F5-5E-49;D461101A8CD117D8FA82C7DBD1429A6A;862455026414873;D1429A6A8CD117D8D1429A6A8CD117D8;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8276EB3E1033101F;0000000013190;20-FE-DB-00-33-F4;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00040;89410114160701043085;;80-1F-02-F5-5E-4D;D461191A1033101FFA82C7DB8276EB3E;862455026419765;8276EB3E1033101F8276EB3E1033101F;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
203306FBD66D909B;0000000013191;20-FE-DB-00-33-F5;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00041;89410114160701043184;;80-1F-02-F5-5E-31;D451153CD66D909BAD0319D8203306FB;862455026419948;203306FBD66D909B203306FBD66D909B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
BF99B84AC1431714;0000000013192;20-FE-DB-00-33-F6;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00042;89410114160701043994;;80-1F-02-F5-62-E2;D409343BC14317145088C7DBBF99B84A;862455026415474;BF99B84AC1431714BF99B84AC1431714;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
21DD714E08C4B30C;0000000013193;20-FE-DB-00-33-F7;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00043;89410114160701043218;;80-1F-02-F5-62-E3;D409232D08C4B30C5088C7DB21DD714E;862455026415144;21DD714E08C4B30C21DD714E08C4B30C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
ECF106223BFAA3C0;0000000013194;20-FE-DB-00-33-F8;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00044;89410114160701042871;;80-1F-02-F5-62-F6;D40937293BFAA3C05088C7DBECF10622;862455026420417;ECF106223BFAA3C0ECF106223BFAA3C0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8DAD6CDCE2D6287E;0000000013195;20-FE-DB-00-33-F9;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00045;89410114160701043309;;80-1F-02-F5-62-FC;D4291C3DE2D6287E5088C7DB8DAD6CDC;862455026412224;8DAD6CDCE2D6287E8DAD6CDCE2D6287E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D2ABD47DD10C6862;0000000013196;20-FE-DB-00-33-FA;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00046;89410114160701042467;;80-1F-02-F5-62-D5;D4992814D10C68628A0965DFD2ABD47D;862455026419559;D2ABD47DD10C6862D2ABD47DD10C6862;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
84C2F4A04AF1ED9D;0000000013197;20-FE-DB-00-33-FB;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00047;89410114160701043176;;80-1F-02-F5-62-FB;D49938144AF1ED9D8A0965DF84C2F4A0;862455026420755;84C2F4A04AF1ED9D84C2F4A04AF1ED9D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
9A22FFF4CF47FBC8;0000000013198;20-FE-DB-00-33-FC;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00048;89410114160701042947;;80-1F-02-F5-62-F8;D4091736CF47FBC85088C7DB9A22FFF4;862455026422637;9A22FFF4CF47FBC89A22FFF4CF47FBC8;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
CDB0B61F92549367;0000000013199;20-FE-DB-00-33-FD;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00049;89410114160701043499;;80-1F-02-F5-5E-40;D4213525925493675088C7DBCDB0B61F;862455026421993;CDB0B61F92549367CDB0B61F92549367;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6DEAFDAFA842950B;0000000013200;20-FE-DB-00-33-FE;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00050;89410114160701043473;;80-1F-02-F5-62-E4;D409213AA842950B5088C7DB6DEAFDAF;862455026414030;6DEAFDAFA842950B6DEAFDAFA842950B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
AFC05B04B86EA75D;0000000013201;20-FE-DB-00-33-FF;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00051;89410114160701043846;;80-1F-02-F5-5D-EF;D4610E1BB86EA75DFA82C7DBAFC05B04;862455026415326;AFC05B04B86EA75DAFC05B04B86EA75D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
26DCDE4C30349465;0000000013202;20-FE-DB-00-34-00;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00052;89410114160701043879;;80-1F-02-F5-5E-04;D4510B2D30349465AD0319D826DCDE4C;862455026420201;26DCDE4C3034946526DCDE4C30349465;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
0D2E8DDCF04B26F3;0000000013203;20-FE-DB-00-34-01;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00053;89410114160701043739;;80-1F-02-F5-5D-F3;D409142EF04B26F35088C7DB0D2E8DDC;862455026422835;0D2E8DDCF04B26F30D2E8DDCF04B26F3;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
46B7B8B2FD4628AC;0000000013204;20-FE-DB-00-34-02;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00054;89410114160701043754;;80-1F-02-F5-5E-01;D4613F1AFD4628ACFA82C7DB46B7B8B2;862455026420557;46B7B8B2FD4628AC46B7B8B2FD4628AC;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
77B1AF6311B89D3B;0000000013205;20-FE-DB-00-34-03;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00055;89410114160701043697;;80-1F-02-F5-5D-F1;D4092F2811B89D3B5088C7DB77B1AF63;862455026412513;77B1AF6311B89D3B77B1AF6311B89D3B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
CD1695B077434DA0;0000000013206;20-FE-DB-00-34-04;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4414-00056;89410114160701043671;;80-1F-02-F5-5E-22;D411101B77434DA05088C7DBCD1695B0;862455026421738;CD1695B077434DA0CD1695B077434DA0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
64C7467088CEC521;0000000013207;20-FE-DB-00-34-05;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00057;89410114160701042277;;80-1F-02-F5-5D-EA;D4613B1B88CEC521FA82C7DB64C74670;862455026420425;64C7467088CEC52164C7467088CEC521;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
49589E8384EC9927;0000000013208;20-FE-DB-00-34-06;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00058;89410114160701043317;;80-1F-02-F5-62-BE;D461141B84EC9927FA82C7DB49589E83;862455026421670;49589E8384EC992749589E8384EC9927;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
FE7AC14370CCBC6F;0000000013209;20-FE-DB-00-34-07;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00059;89410114160701042194;;80-1F-02-F5-62-AA;D459122C70CCBC6FFA82C7DBFE7AC143;862455026420516;FE7AC14370CCBC6FFE7AC14370CCBC6F;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
F970111581A4E2D6;0000000013210;20-FE-DB-00-34-08;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00060;89410114160701043796;;80-1F-02-F5-62-DE;D4590D3581A4E2D6FA82C7DBF9701115;862455026414337;F970111581A4E2D6F970111581A4E2D6;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
C6D439A05209A83D;0000000013211;20-FE-DB-00-34-09;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00061;89410114160701043853;;80-1F-02-F5-62-AF;D431371C5209A83D5088C7DBC6D439A0;862455026418049;C6D439A05209A83DC6D439A05209A83D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D5D751E9400A394E;0000000013212;20-FE-DB-00-34-0A;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00062;89410114160701043333;;80-1F-02-F5-62-F4;D4591436400A394EFA82C7DBD5D751E9;862455026420847;D5D751E9400A394ED5D751E9400A394E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
908CAB6BFCECA213;0000000013213;20-FE-DB-00-34-0B;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00063;89410114160701043663;;80-1F-02-F5-62-C6;D4292624FCECA2135088C7DB908CAB6B;862455026415771;908CAB6BFCECA213908CAB6BFCECA213;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6099F294E1683A1F;0000000013214;20-FE-DB-00-34-0C;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00064;89410114160701042731;;80-1F-02-F5-62-CC;D4294222E1683A1F5088C7DB6099F294;862455026422488;6099F294E1683A1F6099F294E1683A1F;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
E4E02D19A62DD088;0000000013215;20-FE-DB-00-34-0D;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00065;89410114160701043721;;80-1F-02-F5-62-E0;D4612C1BA62DD088FA82C7DBE4E02D19;862455026421605;E4E02D19A62DD088E4E02D19A62DD088;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D573A0C384448991;0000000013216;20-FE-DB-00-34-0E;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00066;89410114160701043523;;80-1F-02-F5-62-C1;D461161B84448991FA82C7DBD573A0C3;862455026414949;D573A0C384448991D573A0C384448991;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
F8FAE1C932766D45;0000000013217;20-FE-DB-00-34-0F;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00067;89410114160701043952;;80-1F-02-F5-62-D8;D4292F3C32766D455088C7DBF8FAE1C9;862455026417330;F8FAE1C932766D45F8FAE1C932766D45;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8BDA18C98119B839;0000000013218;20-FE-DB-00-34-10;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00068;89410114160701043416;;80-1F-02-F5-62-9A;D4291F278119B8395088C7DB8BDA18C9;862455026417769;8BDA18C98119B8398BDA18C98119B839;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
82FD1F9521170371;0000000013219;20-FE-DB-00-34-11;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00069;89410114160701043929;;80-1F-02-F5-62-D9;D4290F26211703715088C7DB82FD1F95;862455026414543;82FD1F952117037182FD1F9521170371;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
CE52E07A0BBC140D;0000000013220;20-FE-DB-00-34-12;SWISSCOM;swisscom;433-MA-1443-50-E7;MA-1443-03;3700585301031;7.0.1;4514-00070;89410114160701043598;;80-1F-02-F5-62-E1;D45924370BBC140DFA82C7DBCE52E07A;862455026422298;CE52E07A0BBC140DCE52E07A0BBC140D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
